x,y,z
-1.548255,51.433009,7.745022
-1.616172,51.463014,7.652236
-1.620724,51.506614,7.657716
-1.684561,51.613562,7.704739
-1.900311,51.639204,7.753047
-2.038523,51.738750,7.708597
-2.038027,51.812405,7.683491
-2.031590,51.818013,7.677794
-1.960854,51.854434,7.635236
-1.995572,51.924918,7.484801
-1.960361,52.048234,7.315773
-2.058197,52.100633,7.251925
-2.080362,52.101050,7.180072
-2.064449,52.162834,7.160373
-1.867094,52.328381,7.133509
-1.923930,52.312158,7.181607
-1.869742,52.306439,7.315674
-2.046864,52.323885,7.552695
-2.150945,52.342754,7.542942
-2.190468,52.381217,7.587215
-2.201525,52.314360,7.557280
-2.201566,52.320828,7.615327
-2.144182,52.321178,7.615124
-2.258953,52.320508,7.615544
-2.293231,52.402954,7.688205
-2.261011,52.276606,7.806134
-2.228473,52.327768,7.759064
-2.069090,52.223452,7.672858
-2.051427,52.245230,7.709485
-1.871455,52.041616,7.679800
-1.964373,52.215821,7.625882
-1.930141,52.196702,7.779144
-1.909523,51.955817,7.920675
-1.921898,51.969865,7.951525
-1.945196,52.050424,7.835547
-1.848981,52.030273,7.799211
-1.932132,52.064750,7.740547
-2.010761,52.184172,7.554592
-2.033043,52.319453,7.443548
-2.005090,52.314212,7.466131
-1.755071,52.096323,7.447715
-1.607179,52.083446,7.387678
-1.577452,52.095150,7.366399
-1.658540,52.235129,7.238782
-1.938970,52.417497,7.552535
-1.721894,52.104521,7.396872
-1.750285,52.112945,7.431274
-1.641003,52.097461,7.447506
-1.664854,52.117809,7.512126
-1.660877,52.158208,7.568780
-1.634554,52.113795,7.539594
-1.738847,52.138125,7.589466
-1.782210,52.037550,7.674135
-1.727900,52.066708,7.631071
-1.798051,52.036039,7.718239
-1.805191,52.040701,7.731085
-1.868686,52.193675,7.817691
-1.889042,52.055269,7.931801
-1.918581,52.022030,7.779234
-1.962198,51.947911,7.874980
-1.848264,51.942033,7.817042
-1.879367,52.048819,7.724874
-2.041575,52.071079,7.610624
-2.010761,52.184172,7.554592
-2.159893,52.198249,7.671008
-2.325240,52.094722,7.949894
-2.267927,52.073471,7.981933
-2.147474,52.059761,7.905363
-2.191769,52.110373,7.926558
