x,y,z
-3.431342,49.249636,4.220383
-3.862649,49.120585,4.272372
-5.171707,48.860215,4.520845
-5.969479,49.051546,4.997858
-7.120061,49.772381,5.381943
-7.726257,50.804084,5.343165
-7.968189,51.603359,4.778049
-8.318005,52.961757,3.897752
-8.705740,53.501113,3.525921
-9.341525,54.819938,2.702370
-9.276960,56.193182,2.452032
-8.362932,57.499064,2.265564
-8.201868,58.817513,2.517963
-8.815095,59.973049,2.452686
-10.010877,61.346573,2.938569
-10.912110,62.329636,2.896592
-11.449939,62.801143,2.693588
-11.838850,63.190723,2.859800
-11.488359,62.709562,3.069317
-10.482389,61.743951,3.305822
-9.788808,60.644848,3.297151
-8.571704,59.284163,3.400729
-8.166453,58.527297,3.350997
-7.560384,57.455270,3.331427
-7.316205,56.304546,3.569363
-6.881506,54.961882,3.811219
-5.925153,53.150733,4.227223
-5.221976,51.680052,4.530619
-4.420296,50.095127,4.952854
-3.945579,48.859918,5.401612
-2.817987,46.775667,5.264229
-1.889462,45.468783,5.023810
-0.903172,44.443195,5.103614
-0.488802,44.272507,5.308202
-0.825582,45.146627,5.146462
-1.545674,46.575191,4.887551
-2.167729,47.689329,4.886119
-2.983718,49.272255,5.342547
-3.358623,50.664404,5.034735
-3.369242,51.673762,4.520717
-3.737917,53.182656,4.373396
-4.019961,54.087769,4.364883
-4.530374,55.513000,4.263271
-5.150811,56.377933,4.160451
-6.446553,57.536648,4.151437
-8.799302,59.135231,5.392193
-9.824542,59.963421,5.004024
-10.312238,60.315340,5.333941
-10.559775,60.456948,4.474076
-11.441404,60.723074,3.232094
-11.879862,60.812374,2.583596
-12.648768,60.936267,2.190705
-13.012513,60.877736,1.067566
-12.623600,60.360592,0.164921
-12.035266,60.091833,0.777870
-10.619438,59.308595,0.688012
-8.290108,58.638985,0.396556
-6.329630,57.886506,0.328868
-5.000657,57.487905,0.536660
-3.237494,56.936065,0.341300
-0.999989,56.391408,0.109545
0.915416,55.794767,0.317783
2.683095,55.378557,0.545067
4.648202,54.782956,1.285178
6.593670,54.126758,2.384706
7.169061,53.914563,3.084761
7.254568,53.762117,3.902815
6.577918,53.591180,4.954196
5.503910,53.651403,5.366701
4.689835,53.822443,5.414159
3.586429,54.096357,5.442534
2.556022,54.333285,5.739388
1.339064,54.564463,5.987990
0.151507,54.828513,6.058737
-0.576486,54.861879,5.797263
-0.897272,54.843721,5.829841
-0.622452,54.462208,5.328759
-0.646229,54.318389,5.166835
-0.920943,54.336957,5.350125
-1.348595,54.398220,5.701535
-1.417341,54.509064,5.604787
-1.213479,54.598336,5.425810
-0.742940,54.624875,5.345175
-0.154769,54.373420,5.390652
1.033163,54.061216,5.233958
2.164432,54.283668,4.673406
3.135379,54.088101,4.139153
3.765342,54.046089,3.594035
3.658959,54.176413,3.098404
3.372403,54.394624,2.417951
3.173287,54.679343,1.486029
2.446893,55.147208,0.703255
2.045469,55.645843,0.226235
1.784545,55.845981,-0.487769
0.727825,56.141036,-0.449519
0.025294,56.126394,-0.151486
-0.979683,56.056672,-0.158840
-2.376218,56.269792,0.175669
-3.783527,55.927091,0.615377
-4.558892,55.655223,0.679156
-5.348076,55.482916,0.846329
-5.480654,55.104269,0.980868
-5.078417,54.957570,0.945411
-4.089933,54.851421,0.834092
-2.265521,54.821441,0.189513
-0.384951,54.754986,-0.195955
1.038969,54.585902,-0.404949
2.124768,54.446607,-0.626221
2.960100,54.497826,-0.622974
3.397985,54.560963,-0.404202
4.511912,54.539638,0.429390
5.512564,54.284438,0.291402
6.684002,54.078529,0.217018
7.318029,54.277115,0.549044
7.770846,54.223505,0.448054
7.939234,54.094953,0.439818
7.792416,54.107609,0.705640
6.808443,54.145937,0.987818
5.989706,54.132468,1.118173
4.997883,53.463421,1.206741
3.672235,54.565410,1.860416
2.896013,54.605248,2.193555
2.439218,54.459712,2.264120
1.828340,54.353685,2.388596
0.769228,54.463786,2.645132
-0.110021,54.747728,2.688306
-1.088845,54.944786,2.425684
-1.654719,55.135663,2.271958
-2.724780,55.437725,2.177150
-3.694743,55.767300,2.278970
-4.205494,55.903900,2.373532
-3.960456,55.598971,2.314171
-3.333426,55.460143,2.174426
-2.751443,55.526189,2.299683
-2.446780,55.227795,2.781144
-1.810345,55.047600,2.658519
-1.097111,55.036078,2.675891
-0.439172,54.725350,2.620656
0.181095,54.521570,2.511632
