x,y,z
0.383771,50.214580,6.389217
0.471089,49.764943,6.223847
1.116290,48.424874,6.079443
1.116290,48.424874,6.079443
1.175009,48.065025,5.515608
1.115450,47.831402,5.192182
1.115450,47.831402,5.192182
1.678564,46.044800,4.972287
1.817342,45.246192,5.286872
2.133205,44.757166,5.545319
2.133205,44.757166,5.545319
2.685292,42.899211,6.021929
2.910454,42.153542,5.931408
3.013551,41.417449,5.842161
3.013551,41.417449,5.842161
3.159984,40.873634,5.728419
3.558132,39.424864,5.423170
3.558132,39.424864,5.423170
3.669113,38.712825,5.345839
3.734283,38.363150,5.025709
3.734283,38.363150,5.025709
3.734283,38.363150,5.025709
3.734283,38.363150,5.025709
3.911843,37.304028,4.767302
4.048588,36.389455,4.597039
4.154262,35.844891,4.503127
4.641684,34.858950,4.332638
5.124060,33.612392,4.059781
5.124060,33.612392,4.059781
5.374352,33.196631,3.826087
5.531190,32.826202,3.654899
5.983575,32.051348,3.432145
6.033560,31.852231,3.256813
6.070702,31.625156,3.249814
6.070702,31.625156,3.249814
6.238653,31.472723,3.296295
6.238653,31.472723,3.296295
6.110149,31.135484,3.379575
6.110149,31.135484,3.379575
6.110149,31.135484,3.379575
5.895463,31.124900,3.203361
5.602469,31.303305,3.475762
5.442142,31.342975,3.539517
5.282187,31.600424,3.650374
5.282187,31.600424,3.650374
5.216826,31.830388,3.777122
4.989353,32.469074,4.002574
4.813349,32.936231,4.079316
4.812693,33.264903,4.156751
4.874848,33.782028,4.257457
4.966306,35.106295,4.405530
4.796290,35.572118,4.457942
4.797335,36.264231,4.565640
4.543592,36.908276,4.520325
3.734089,39.142961,5.085224
3.264736,39.926502,5.247693
3.264736,39.926502,5.247693
3.022229,40.537989,5.518911
2.531581,42.041416,5.879443
2.535990,42.537762,6.228910
2.442941,43.364683,6.454466
2.442941,43.364683,6.454466
2.279743,43.750749,6.550143
2.483462,44.881041,6.956846
2.785555,45.404737,7.234728
2.785555,45.404737,7.234728
3.069267,45.854248,7.483631
3.069267,45.854248,7.483631
3.316738,46.450879,7.685426
3.755116,47.327596,7.893107
4.127089,48.057237,8.392924
4.503126,48.056284,8.751126
4.503126,48.056284,8.751126
4.653775,48.636697,8.968018
4.946122,49.568578,9.599776
4.873723,50.275017,9.518761
4.546261,50.863230,9.255747
4.546261,50.863230,9.255747
4.257814,51.586126,9.031728
3.223802,52.438252,7.726825
2.770306,52.798437,6.981506
2.203426,53.064051,6.335691
2.203426,53.064051,6.335691
1.925312,53.664502,5.400945
1.502043,53.383465,1.811763
1.455371,53.795663,0.654659
1.455371,53.795663,0.654659
1.455371,53.795663,0.654659
1.017186,53.887002,0.039616
0.456262,53.953790,-1.835326
0.009368,54.009195,-2.836732
-0.259501,53.978565,-3.497754
-0.259501,53.978565,-3.497754
-0.171761,53.686482,-4.373893
-0.498440,53.945141,-5.497273
-0.444698,53.815289,-5.987150
-0.525372,53.737852,-6.416665
-0.525372,53.737852,-6.416665
-0.844067,53.888930,-6.634634
-0.610138,53.476755,-7.440018
-0.607193,53.305976,-8.019516
-0.786601,52.916576,-8.680641
-0.786601,52.916576,-8.680641
-0.717242,53.060036,-9.333159
-0.529578,52.305982,-10.280623
-0.384564,52.425026,-10.374308
-0.135699,52.125102,-10.265560
-0.135699,52.125102,-10.265560
0.049683,52.364610,-9.864457
0.717348,52.198036,-8.285292
0.989835,52.026120,-7.624393
1.220562,51.924662,-6.696232
1.412199,51.889165,-5.787579
2.031953,51.536315,-3.768181
2.636264,51.571906,-2.389223
3.073342,51.054544,-1.322409
3.073342,51.054544,-1.322409
3.073342,51.054544,-1.322409
3.257424,50.718996,-0.218548
3.818397,50.582450,2.355949
3.931885,49.908294,2.853091
3.931885,49.908294,2.853091
3.905318,50.139805,3.471303
4.174000,49.703284,4.521583
4.151983,49.246427,5.467773
4.151983,49.246427,5.467773
3.918803,49.020552,5.637779
3.943741,48.458284,6.539478
3.801655,48.104076,6.535658
3.801655,48.104076,6.535658
3.730487,47.926202,6.364794
3.730487,47.926202,6.364794
3.644050,47.469932,6.635704
3.796147,47.043782,6.516583
3.796147,47.043782,6.516583
3.902478,46.791878,6.334884
3.920265,46.284596,6.314977
4.117237,45.372328,5.947989
4.166952,45.053889,6.053555
4.304958,44.707685,6.123935
4.318662,44.253897,5.993941
4.318662,44.253897,5.993941
4.582153,42.720211,5.770478
4.620595,42.539575,5.574699
4.620595,42.539575,5.574699
4.707737,42.268029,5.562137
4.558826,41.532454,4.962816
4.425452,40.983914,4.732364
4.484190,40.818908,4.644777
4.531263,40.718786,4.641634
4.531263,40.718786,4.641634
4.531263,40.718786,4.641634
4.632604,39.528986,4.448349
4.713407,39.458385,4.409520
4.881451,39.078017,4.197116
5.037690,39.078423,4.182942
5.037690,39.078423,4.182942
5.097255,39.076902,4.110911
5.139827,39.069834,4.210699
5.139827,39.069834,4.210699
4.933346,39.274553,4.204297
4.933346,39.274553,4.204297
4.933346,39.274553,4.204297
