x,y,z
3.001633,50.617814,11.703510
3.001633,50.617814,11.703510
3.535899,50.875051,11.410779
4.029951,50.748284,11.369701
4.140772,50.047176,11.051516
4.281867,50.299036,10.955418
4.281867,50.299036,10.955418
4.416621,50.148083,10.796742
4.714279,50.032692,10.627393
4.753970,50.043114,10.544440
5.008871,50.418687,10.708982
5.008871,50.418687,10.708982
5.048314,50.635364,10.637436
5.069012,50.558607,10.346151
5.069012,50.558607,10.346151
5.111050,50.828294,10.338952
5.111050,50.828294,10.338952
5.134266,50.831127,10.321310
5.110481,50.815485,10.243071
5.304993,50.940926,10.118658
5.114541,51.371835,9.836918
5.114541,51.371835,9.836918
5.120635,51.183270,9.972442
5.262455,51.349323,9.776611
5.322036,51.324781,9.649444
5.377025,51.357885,9.552177
5.377025,51.357885,9.552177
5.327738,51.522144,9.322128
5.470230,51.683327,9.198315
5.539752,51.295419,8.857949
5.653374,51.668791,8.634793
5.653374,51.668791,8.634793
5.765135,51.779500,8.662315
5.650552,51.779189,8.036469
5.658546,51.819798,8.069864
5.823682,51.789760,7.923787
5.826039,51.760529,7.702495
5.927060,52.194379,7.239726
5.927060,52.194379,7.239726
5.933106,52.113271,7.046697
5.869659,52.205030,6.917343
5.869659,52.205030,6.917343
5.817524,52.267947,6.885845
5.936360,52.628148,6.451968
5.686222,52.657618,6.417164
5.658835,52.596062,6.296081
5.658835,52.596062,6.296081
5.633235,52.716981,6.104480
5.568952,52.650614,6.185293
5.455993,52.618245,6.076356
5.600581,52.595092,6.180522
5.600581,52.595092,6.180522
5.773268,52.379968,6.156700
5.773268,52.379968,6.156700
6.072829,52.157288,6.586488
6.072829,52.157288,6.586488
6.384081,51.396955,6.665943
6.327364,51.320569,6.656377
6.780463,50.557409,6.715948
6.780463,50.557409,6.715948
6.525071,50.515706,6.330005
6.525071,50.515706,6.330005
6.525071,50.515706,6.330005
6.699122,50.254783,6.322296
6.401943,49.974317,6.247758
6.265872,49.511895,5.795219
6.265872,49.511895,5.795219
6.265872,49.511895,5.795219
6.129057,49.438272,5.995845
6.309056,48.804688,5.862183
6.102421,48.936508,5.878987
6.029519,48.708730,6.049708
6.029519,48.708730,6.049708
5.968614,48.569863,6.104551
5.528576,47.923669,6.181749
5.528576,47.923669,6.181749
5.546896,47.442408,6.156228
5.546896,47.442408,6.156228
5.355363,47.422917,6.118639
5.300909,46.714841,6.355927
5.307118,46.047283,6.640928
5.307118,46.047283,6.640928
5.307118,46.047283,6.640928
5.347599,45.866285,6.814492
5.396381,45.013048,6.804587
5.212374,44.981414,6.833146
5.365711,44.400805,7.030571
5.416666,43.948700,6.875670
5.343624,43.416145,6.904501
5.452279,43.081404,6.876488
5.327364,43.017671,6.627443
5.327364,43.017671,6.627443
5.019194,42.793535,6.429021
4.935596,42.337953,6.219889
4.704772,41.945447,6.149122
4.560474,41.624844,5.944023
4.560474,41.624844,5.944023
4.387297,41.429091,5.749404
4.074116,40.928705,5.578847
3.965379,40.559481,5.502931
3.860742,40.493642,5.316190
3.860742,40.493642,5.316190
3.810531,40.199695,5.418315
3.558191,39.608170,5.129601
3.610285,39.167887,5.308485
3.610285,39.167887,5.308485
3.506114,38.971457,5.311139
3.403216,38.764205,5.205081
3.362633,38.302938,5.269494
3.239801,38.104775,5.067631
3.246600,37.944259,5.116555
3.246600,37.944259,5.116555
3.356326,37.761779,5.118083
3.181759,37.602695,4.898540
3.237233,37.368655,4.887757
3.237233,37.368655,4.887757
3.400828,37.198523,4.820190
3.317266,37.096289,4.630069
3.519003,37.422539,4.613579
3.519003,37.422539,4.613579
3.546036,37.493616,4.636812
3.566756,37.642891,4.755549
3.624715,37.599757,4.883001
3.624715,37.599757,4.883001
3.706570,37.790722,4.983717
3.677647,38.295570,4.986611
3.650106,38.583668,4.960296
3.650106,38.583668,4.960296
3.616945,39.140249,5.040639
3.590226,39.337663,5.231818
3.702506,39.673385,5.289041
3.702506,39.673385,5.289041
3.675757,39.945214,5.274546
3.663425,40.465283,5.314127
3.743560,40.673978,5.294945
3.662200,40.842611,5.162133
3.662200,40.842611,5.162133
3.712434,41.012961,5.117391
3.632685,41.790281,4.974378
3.589764,42.115973,4.975445
3.671308,42.266183,4.977506
3.685568,42.507887,4.842768
3.685568,42.507887,4.842768
3.445475,43.810375,4.628968
3.250649,43.924149,4.595345
3.181635,44.442217,4.535241
3.181635,44.442217,4.535241
2.814779,45.228449,4.751002
2.476610,45.764789,4.956467
2.476610,45.764789,4.956467
2.101893,46.186494,4.967963
1.890138,46.999423,5.520580
1.743749,47.588873,5.767424
1.431035,47.748237,5.793478
1.400731,48.870226,6.674228
1.241339,48.914366,6.717308
1.405543,49.048356,6.886520
1.405543,49.048356,6.886520
1.405543,49.048356,6.886520
1.792710,49.468513,7.278734
1.792710,49.468513,7.278734
1.968809,50.001417,7.522613
2.065464,49.870470,7.512460
2.065464,49.870470,7.512460
2.065464,49.870470,7.512460
1.996809,49.679992,7.512955
1.987660,50.246527,7.558107
1.665464,50.584407,7.887211
1.665464,50.584407,7.887211
1.665464,50.584407,7.887211
1.439843,50.857507,7.969840
1.187392,51.436143,8.086609
1.188182,51.424916,8.272605
1.118464,51.671778,8.419594
1.118464,51.671778,8.419594
1.009815,51.933721,8.630822
0.910790,52.210091,8.430791
0.966334,52.539877,8.322070
0.955047,52.652790,8.115388
0.955047,52.652790,8.115388
0.970016,52.784861,8.153195
0.954674,53.060912,8.033091
1.065155,52.899453,8.038778
1.049750,53.454165,7.907566
1.049750,53.454165,7.907566
1.051621,53.505502,7.953236
1.148286,53.576906,8.099116
1.088395,53.905705,8.240789
1.011776,53.806545,8.354323
1.011776,53.806545,8.354323
1.167894,53.862462,8.617778
1.008461,53.978266,8.941840
1.008461,53.978266,8.941840
1.024965,54.294370,8.956931
1.092060,54.296391,9.182600
1.092060,54.296391,9.182600
1.092060,54.296391,9.182600
0.943198,54.777867,9.527101
1.069853,54.755564,9.593573
0.948576,54.777881,9.515488
0.948576,54.777881,9.515488
0.948576,54.777881,9.515488
0.843102,54.923756,9.799473
1.117090,54.942735,9.734863
1.064130,54.778976,9.888107
1.064130,54.778976,9.888107
0.942799,54.775129,9.947770
0.942799,54.775129,9.947770
0.816593,54.767847,10.056271
0.685750,54.954040,10.209261
0.751902,54.963041,10.319524
0.751902,54.963041,10.319524
0.623732,54.971110,10.351820
0.595914,55.376136,10.565368
0.735689,54.807386,10.514029
0.669963,54.804622,10.465194
0.669963,54.804622,10.465194
0.721390,54.974520,10.556151
0.954944,54.510394,10.425224
0.954944,54.510394,10.425224
1.176355,54.323363,10.324303
1.176355,54.323363,10.324303
1.581013,53.801730,10.039958
1.581013,53.801730,10.039958
1.815294,54.028224,10.106126
1.932307,53.847413,9.987408
1.932307,53.847413,9.987408
2.044935,53.501161,9.868966
2.392435,53.304924,10.026840
2.392435,53.304924,10.026840
2.417835,53.604033,10.125176
2.544821,53.428214,10.220885
2.544821,53.428214,10.220885
2.549726,53.146558,10.173812
2.489814,53.019530,10.219939
2.430987,53.016207,10.277671
2.377715,53.011130,10.265856
